"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"新东方","教育研究员--人工智能方向","15k-30k","北京 ","经验3-5年","本科及以上","全职","教育","2018-08-06  ","大平台,带薪年假,福利好,五险一金","工作职责：","北京-朝阳区-海淀区中关村大街18号中关村科贸大厦B座10层","2018-08-13 14:24:35"
"猎户星空语音产品","产品经理-人工智能方向","15k-30k","北京 ","经验1-3年","本科及以上","全职","产品设计 | 用户研究 | 需求分析","2018-08-06  ","五险一金 带薪年假 晋升空间 绩效奖金","工作职责：","北京-朝阳区-团结湖-北京市朝阳区工体北路甲二号盈科中心裙房办公楼1-4层","2018-08-13 14:24:38"
"阿里文娱","自然语言处理算法专家-智...","25k-50k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | NLP","2天前  ","阿里平台","1. 寻求对人工智能富有热情和理想，在问答聊天等领域有一定技术基础的行业资深人士，共同构建服务于包括天猫精灵、小优等在内的各种智能聊天场景的对话机器人。","北京-朝阳区-望京-阿里巴巴望京绿地中心","2018-08-13 14:24:42"
"赛诚技术部","人工智能研发工程师","10k-15k","南京 ","经验不限","本科及以上","全职","人工智能 | 机器学习 | 深度学习","3天前  ","新三板公司,扁平化管理,福利待遇佳,扁平化管理","职责描述：1. 从事人工智能术领域的开发，将算法实现并部署到机器人和智能平台上；2. 主要开展以下领域的工作，包括但不局限于深度学习、计算机视觉、图像处理等。任职要求：1、机器学习、智能信息处理、模式识别、数据挖掘等相关专业；大学本科以上学历, 1年以上相关研发经验；2、熟练掌握一门编程语言，包括但不仅限于Java、Scala、Python/R、C/C++；","南京-玄武区-长发科技大厦","2018-08-13 14:24:45"
"正心科技研发部","人工智能工程师","20k-35k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 算法","2018-07-18  ","人工智能,机器学习","岗位职责:","北京-西城区-西客站-天莲大厦","2018-08-13 14:24:51"
"网易","资深JAVA开发工程师-人工...","20k-40k","杭州 ","经验3-5年","本科及以上","全职","后端 | 服务器端 | 分布式","3天前  ","网易,人工智能,前沿领域,专业团队","职位描述：","杭州-滨江区-长河-网商路599号","2018-08-13 14:24:57"
"慧闻科技","人工智能研究员","25k-50k","北京 ","经验不限","硕士及以上","全职","信息安全 | 移动互联网 | 人工智能 | 机器学习 | 深度学习 | NLP","3天前  ","人工智能,自然语言,NLP","负责自然语言处理。","北京-西城区-展览路-西直门外大街辛137号宝蓝金融创新中心B厅二层203","2018-08-13 14:25:04"
,,,,,,,,,,,,"2018-08-13 14:25:12"
"7K7K移动平台研发中心","人工智能开发工程师","15k-25k","北京 ","经验不限","硕士及以上","全职","大数据 | 算法 | 数据挖掘 | 数据分析","11:23  ","五险一金","岗位职责：","北京-海淀区-中关村理想国际大厦低区504","2018-08-13 14:25:18"
"7K7K移动平台研发中心","人工智能开发工程师","15k-25k","北京 ","经验不限","硕士及以上","全职","大数据 | 算法 | 数据挖掘 | 数据分析","11:23  ","五险一金","岗位职责：","北京-海淀区-中关村理想国际大厦低区504","2018-08-13 14:25:19"
"壹博云天科技","人工智能助理","5k-9k","郑州 ","经验应届毕业生","大专及以上","全职","人工智能 | 图像处理 | 语音识别 | 语音合成","2天前  ","朝九晚六,周末双休,节日福利,五险一金","岗位职责:1、负责深度学习算法研究、实现和优化，包括但不限于自然语言处理、图像处理与识别等方向。2、负责模型训练与效果评估。3、支持公司相关产品的深度学习模块研发。4、跟踪及研究深度学习和机器学习的前沿技术。","郑州-金水区-农业路-农业路","2018-08-13 14:25:22"
"锦峰硬件开发部","人工智能工程师","15k-30k","广州 ","经验3-5年","本科及以上","全职","智能硬件 | 智能硬件 | 硬件开发","10:23  ","交通便利,周末双休,临近地铁,美女多多","岗位职责：","广州-天河区-珠江新城-珠江新城华夏路8号合景国际金融广场32楼","2018-08-13 14:25:26"
"竹间智能科技(上海)有限公司","人工智能训练师（北京）","10k-20k","北京 ","经验1-3年","本科及以上","全职","电商 | 金融 | 运营","10:12  ","福利全,空间大,发展好,牛人多","1.负责机器人知识库、对话库及语音库的建设与完善；2.负责知识的优化和运营工作，包括知识下线、修改及新增；3.负责构建和优化垂直领域的交互机器人知识库。4.整理知识库内容，使公司产品更生动实用；5.了解机器人产品运作的逻辑，参与部分的逻辑建设工作。","北京-海淀区-五道口-王庄路1号院清华同方科技广场","2018-08-13 14:25:30"
"沪江数据部","人工智能开发工程师","20k-35k","上海 ","经验3-5年","本科及以上","全职","教育 | NLP | 算法 | 数据挖掘","2018-08-09  ","人工智能 上市前夜 弹性办公","岗位职责：","上海-浦东新区-张江-浦东软件园博云路2号浦软大厦6-8楼","2018-08-13 14:25:47"
"富力地产互联网事业部","人工智能研发专家","40k-70k","广州 ","经验5-10年","本科及以上","全职","软件开发 | ERP","11:24  ","靠谱平台,有爱团队,年终奖金,全额公积金","岗位职责：","广州-天河区-珠江新城-珠江新城华夏路10号富力中心35楼","2018-08-13 14:25:50"
"极客邦科技InfoQ编辑部","技术编辑--AI人工智能方向","8k-15k","北京 ","经验不限","本科及以上","全职","记者 | 网站编辑","08:58  ","高效团队,公开透明,六险一金","职位描述：","北京市-海淀区-西客站-洛娃大厦C座6层1607室","2018-08-13 14:25:57"
"网易","资深/高级前端开发工程师-...","20k-40k","杭州 ","经验3-5年","本科及以上","全职","前端开发 | 移动端 | HTML | Javascript","3天前  ","人工智能,网易公司,优秀团队,前沿技术","1、负责或参与各类型项目（Web&Webview、中后台系统、混合应用、运营活动）的前端开发工作，完成系统设计、技术选型、模块开发工作；2、以不断提升质量、效率、体验为目的，封装组件、沉淀文档、生产工具、搭建系统；3、参与新技术（WebAR/WebRTC/Electron应用/数据可视化方向）探索、推进系统架构的演化；4、与团队成员分享经验和新技术，帮助团队成长;5、项目内的跨岗位协调沟通，完成各项工作。","杭州-滨江区-长河-网商路599号","2018-08-13 14:26:01"
"中智","人工智能工程师","7k-14k","深圳 ","经验不限","本科及以上","全职","人工智能","09:58  ","加班补贴,五险一金,年底双薪,不定期活动","工作职责：","深圳-南山区-蛇口-太子路18号海景广场27F","2018-08-13 14:26:05"
"百果科技数据中心","人工智能工程师","15k-30k","深圳 ","经验3-5年","本科及以上","全职","广告营销 | 大数据 | 人工智能 | 机器学习 | 算法","3天前  ","发展好,氛围好,老板暖","工作职责：","深圳市市市-南山区-科技园-高新南环路29号留学生创业大厦二期25层","2018-08-13 14:26:09"
"中化能源科技有限公司科技组","人工智能负责人","20k-40k","北京 ","经验5-10年","本科及以上","全职","人工智能 | 深度学习","2018-07-18  ","充分授权,管理简化,体制创新,目标导向"," 职位描述：","北京-海淀区-中关村海淀北二街10号泰鹏大厦11层","2018-08-13 14:26:12"
"京东南京研发中心","人工智能工程师","20K-40K","南京 ","经验1-3年","硕士及以上","全职","算法 | 数据挖掘","2天前  ","场景多，空间大，数据全","岗位描述：","南京-江宁区-开发区-胜利路89号紫金研发创业中心3号楼702室","2018-08-13 14:26:16"
"舜飞科技","人工智能研发工程师","25k-50k","广州 ","经验3-5年","硕士及以上","全职","游戏 | 人工智能","10:46  ","让世界更有乐趣是我们的使命",,"广州-天河区-车陂-棠东东路5号远洋创意园B-420","2018-08-13 14:26:20"
"一亩田技术部","数据挖掘&人工智能工程师","18k-36k","北京 ","经验1-3年","本科及以上","全职","NLP | 算法 | 数据挖掘","10:17  ","股票期权,业务扩张,每年两次晋,年终奖","职位描述：","北京-海淀区-清河-西小口东升科技园B-6号楼A6","2018-08-13 14:26:23"
"一起科技AI","研发工程师（人工智能方向）","20k-40k","北京 ","经验3-5年","本科及以上","全职","人工智能","3天前  ","独角兽,待遇好",,"北京-朝阳区-望京-望京绿地中心B座","2018-08-13 14:26:27"
"联想新视界","人工智能研发工程师","15k-30k","南昌 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | 计算机视觉 | 算法","2018-08-06  ","弹性工作制,五险一金,带薪年假,午餐补贴",,"南昌-新建县-红谷滩九龙湖VR产业基地绿地国博城一号楼九层","2018-08-13 14:26:33"
"第四范式","人工智能服务经理","18k-35k","北京 ","经验1-3年","本科及以上","全职","技术支持","2018-08-06  ","大牛","工作职责：","北京-海淀区-上地颐泉汇A座303","2018-08-13 14:26:38"
"悠络客研发部门","PHP开发工程师/人工智能行业","15k-20k","上海 ","经验1-3年","本科及以上","全职","MySQL | PHP","2018-08-09  ","地铁沿线,福利多多,弹性工作,核心部门","岗位职责：","上海-徐汇区-漕河泾-上海市徐汇区虹梅路1801号凯科国际大厦","2018-08-13 14:26:44"
"云桔科技产品技术部","人工智能工程师","20k-35k","杭州 ","经验3-5年","本科及以上","全职","云计算 | 大数据 | 机器学习 | 搜索 | 数据挖掘","2018-08-09  ","晋升空间大,福利待遇优,工作氛围好,初创团队","职责描述：","杭州-西湖区-文三路-文三路478号华星时代广场A座406","2018-08-13 14:26:48"
"沪江HILL实验室","人工智能专家","90k-100k","北京 ","经验5-10年","本科及以上","全职","人工智能 | 机器学习 | NLP","2018-08-09  ","上市前夜,弹性办公,周末双休","工作职责：","北京-海淀区-五道口-北京市海淀区五道口东升大厦","2018-08-13 14:27:03"
"第四范式平台","人工智能服务经理","15k-30k","北京 ","经验1-3年","本科及以上","全职","产品设计 | 产品策划","2018-08-06  ","大牛","工作职责1、 负责大客户的服务管理， 确保客户问题得到按需响应&解决2、制定服务整体计划,优化产品线技术支持及客户服务体系，完善客户服务处理流程3、售后不良数据统计、数据分析、发掘质量问题并进行跟踪改善。4、协助建立完整的售后服务客户档案及售后服务信息管理系统，验证售后新工具，新技术，维护售后系统5、与交付、TS等团队密切合作， 确保服务交付能力建设满足客户要求任职要求1、 985, 211院校，全日制本科及以上学历2、 拥有3年或以上国内外企业级客户技术支持或客户服务工作经验3、 熟悉主流IT产品支持与服务流程4、 具备良好的项目管理和客户服务管理能力 ","北京-海淀区-上地颐泉汇A座303","2018-08-13 14:27:06"
"百度大数据实验室","大数据实验室-人工智能研究员","40k-80k","北京 ","经验1-3年","博士及以上","全职","深度学习 | 机器学习 | 算法 | 计算机视觉 | 大数据 | 移动互联网","2018-07-23  ","大牛云集,有美国分部,联合国共建,待遇优厚","工作职责","北京-海淀区-西北旺-百度科技园","2018-08-13 14:27:09"
"锦峰","人工智能工程师","15k-30k","广州 ","经验3-5年","本科及以上","全职","智能硬件 | 人工智能 | 机器学习 | 深度学习 | 算法","2018-07-30  ","公司环境好,氛围好,帅哥美女多","岗位职责：","广州-天河区-珠江新城-珠江新城华夏路8号合景国际金融广场32楼","2018-08-13 14:27:14"
